0.340312,0.638215,0.742641,0.666587,0.239446,-0.301688,-0.63821
0.33353,0.535564,0.770336,0.529903,0.424139,0.0442134,-0.733044
0.354679,0.56988,0.511706,0.621617,0.344403,-0.293523,-0.639393
0.258796,0.504838,0.608918,0.425836,0.527357,0.135013,-0.722724
0.0704454,0.79656,0.484079,-0.647133,-0.313598,0.382869,0.579902
-0.131811,0.57314,0.404954,-0.643624,-0.261209,0.228559,0.682113
-0.315754,0.75438,0.404132,-0.660799,-0.259148,0.241388,0.661755
-0.0382796,0.832042,0.412568,-0.629221,-0.324506,0.308939,0.635085
-0.405398,0.771692,0.391742,-0.646629,-0.255587,0.23603,0.678849
0.325335,0.755478,0.397679,0.631612,0.309062,-0.376642,-0.603065
0.178873,0.358655,0.420431,0.621994,0.3133,-0.355252,-0.623508
0.461942,0.608775,0.400109,0.58877,0.404175,-0.355137,-0.603216
-0.0550756,0.84766,0.398624,-0.60707,-0.323215,0.265786,0.675541
-0.233414,0.783829,0.627632,-0.665944,-0.249329,0.232854,0.663425
0.426242,0.658378,0.443678,0.592367,0.380688,-0.379878,-0.599892
0.153306,0.675077,0.456233,-0.604058,-0.367576,0.349667,0.614602
-0.376534,0.668728,0.38169,-0.667568,-0.30937,0.300825,0.606751
-0.217449,0.787534,0.615404,-0.675337,-0.268051,0.265767,0.63359
-0.0131308,0.830361,0.384558,-0.603681,-0.349782,0.301755,0.649743
0.492365,0.779355,0.333404,-0.628773,0.197358,0.676622,0.328448
